Dependents,tenure,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
No,26,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.19464226572131,2113.112479300246,Yes
No,50,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0178539447583,5083.167492467261,Yes
No,4,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.37068509763716,315.5624013716108,Yes
No,4,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.92173622181859,353.603992473758,Yes
No,24,DSL,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),51.02740498482882,985.3465929685052,Yes
No,12,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.67018618861532,1226.7489665736698,Yes
No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.54927491153465,19.54927491153465,Yes
No,6,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.80771038991042,140.94583921555872,Yes
No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,Yes
No,1,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,80.13683176444128,80.13683176444128,Yes
No,2,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),62.903270481721655,92.11002166292124,Yes
No,9,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,44.994576750587896,436.84576750587894,Yes
No,37,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.18359596855203,3187.5936845277533,Yes
No,19,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.29947339862295,840.4389137575353,Yes
No,12,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4098122982962,1156.9453856664481,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.98466024419534,74.98466024419534,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,50.48623417480084,50.48623417480084,Yes
No,9,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.92180042712342,729.5008085278828,Yes
No,26,DSL,Yes,No,No,Yes,One year,Yes,Credit card (automatic),44.11167302539229,935.1655795438369,Yes
No,10,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.84193468213982,833.4154296532126,Yes
No,25,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.46712704834854,2041.5603575875948,Yes
No,37,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.3543991668353,2497.062028760025,Yes
No,12,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.05435198534295,1089.286732383102,Yes
No,8,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.36171294055993,829.4987770823252,Yes
No,3,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),77.76155533284621,213.67551814951972,Yes
No,21,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.94717258538455,1779.6519591381311,Yes
No,14,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.13938106266353,1371.712727752229,Yes
No,4,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,76.07326688426527,315.5519279940181,Yes
No,25,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.53566362984859,2258.261946975126,Yes
No,11,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.68523422889521,526.9542708156237,Yes
No,3,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,46.413401648462425,149.2096619513526,Yes
No,28,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3331224569023,2734.150105206071,Yes
No,5,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.83138784420532,541.2386382126189,Yes
No,31,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,93.09367987634006,3019.182525101212,Yes
No,47,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.80101277184211,4033.5779693901295,Yes
No,27,DSL,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,26.526338527254364,709.4637286763026,Yes
Yes,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,69.30495321155148,69.30495321155148,Yes
No,11,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.22510680135697,1111.092797338241,Yes
No,7,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.50496844220274,541.1590240534069,Yes
Yes,4,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.92128649670641,388.4820830054131,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Yes
No,5,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.440128156335,322.8564310790743,Yes
No,8,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.00086087353811,260.03906638407506,Yes
No,12,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.59495166279758,1250.01654875723,Yes
No,68,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.72598669209097,7921.1824939882945,Yes
No,6,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.106769532014,587.2918189093065,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,27.96177965009396,27.96177965009396,Yes
No,4,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.4653296525866,332.0635418795359,Yes
No,6,DSL,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.41794468016334,287.84373700524156,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.02912051541168,75.02912051541168,Yes
No,6,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.66416773240387,561.7127540278362,Yes
No,31,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.92929759868606,2925.0233047905062,Yes
No,16,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.94917454994642,1452.939494567133,Yes
No,5,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.30531251043325,505.269211459714,Yes
No,35,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.2915895630658,3024.151073212458,Yes
No,61,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1966933215316,6124.877712424055,Yes
Yes,56,DSL,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),19.920655237354158,1068.9813948509286,Yes
No,9,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.21242188810254,919.2405148855898,Yes
No,3,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,48.78759176586285,172.5655158431674,Yes
No,1,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.56543176935577,79.56543176935577,Yes
No,67,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.87251817203764,7170.262224051738,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.648181471760076,44.648181471760076,Yes
No,4,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.26871495501129,266.83663217499196,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.271760041549996,44.271760041549996,Yes
Yes,46,DSL,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),26.28609969033014,1120.0534288542758,Yes
No,2,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.86207980526525,176.20531617515547,Yes
No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5348337036352,19.5348337036352,Yes
No,12,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.82544354587617,1150.021452335524,Yes
No,17,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.24785894862363,1532.895915746354,Yes
No,15,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.13595247970088,994.7503420965345,Yes
No,2,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,53.360258655980026,114.22996766800249,Yes
No,41,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.00320334985244,4257.761833170707,Yes
Yes,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.77767413926344,68.77767413926344,Yes
Yes,4,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,44.54492073287499,233.49364180850122,Yes
No,38,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.00385901747038,3229.9948351277544,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.12304284210977,80.12304284210977,Yes
No,12,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.00164209108972,1234.8120135680695,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,69.98688756445401,69.98688756445401,Yes
No,10,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,60.26609382812284,641.9299980932694,Yes
No,4,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.64556950411963,271.42253092554165,Yes
No,21,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.10207774098615,1194.3610578728333,Yes
No,4,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.81787752523688,343.39598052658226,Yes
No,49,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.28218532570558,4874.2214712541645,Yes
No,2,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.71726105091537,200.84763277562487,Yes
No,2,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.833057378232716,96.6458856626614,Yes
No,4,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,97.04709905828025,439.60960618318404,Yes
No,20,DSL,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),52.559577547759574,1050.3598518377273,Yes
No,51,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.10707354128016,5140.259654001552,Yes
No,2,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,41.3663529885181,91.79512363352967,Yes
No,1,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.56427690626302,79.56427690626302,Yes
No,46,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.755346766252515,2084.496053998933,Yes
Yes,12,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.9721109446592,898.5836889251898,Yes
No,5,DSL,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.150968128006056,256.4067686421198,Yes
No,37,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),85.01601148901446,3234.1415129638813,Yes
No,38,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85238107181507,3246.282507873252,Yes
No,5,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.316838315089218,121.49026832476729,Yes
Yes,1,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,42.25249106495257,42.25249106495257,Yes
No,13,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.91466663365682,1282.9853558583509,Yes
No,5,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.38113280377671,483.6992023025599,Yes
No,40,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.53212470441292,4083.4091341042836,Yes
No,55,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.8915266277253,5623.484254092676,Yes
No,9,DSL,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.15959783246019,615.896426519538,Yes
No,35,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.272767007566195,2087.010796478499,Yes
No,34,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.73901485441571,3548.7145298724095,Yes
No,38,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,98.78815149826762,3780.9400145090617,Yes
No,45,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.52970178031875,4399.056089465904,Yes
No,58,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.40466268021947,5724.3779085693795,Yes
No,17,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.93247859881586,1414.6959959279118,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,51.46759086703551,51.46759086703551,Yes
No,2,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.34113635356982,150.40986721971902,Yes
Yes,1,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.69660229378126,49.69660229378126,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,69.8089837136446,69.8089837136446,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.3841565482819,75.3841565482819,Yes
No,15,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.50647136555249,1142.5536790454696,Yes
Yes,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.84305833763776,93.84305833763776,Yes
No,22,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.09434771365544,1704.7236502197327,Yes
No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.673379684705395,20.673379684705395,Yes
Yes,51,DSL,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,59.0778255072766,3018.6808800822673,Yes
Yes,67,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.70668047408721,6585.462913577115,Yes
No,22,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.91722090565936,2083.596299237826,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.93330879928746,77.93330879928746,Yes
No,15,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.576976713244,1518.647104457645,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.39245490099793,74.39245490099793,Yes
Yes,27,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.38877489168142,2705.3233467374016,Yes
No,12,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,31.664216848053155,344.3135386305404,Yes
No,6,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.27912841926193,391.43069875730436,Yes
No,50,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.61062324428147,5011.022711462975,Yes
No,3,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,39.26077977576533,126.22822056187051,Yes
No,7,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.44599679264952,546.658435227847,Yes
No,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.21999886267973,95.21999886267973,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,45.069784350887986,45.069784350887986,Yes
No,28,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.96239721418162,2612.7401795207106,Yes
No,34,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.73305459482884,2577.8700874077745,Yes
No,6,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.005579977470006,137.15686306077592,Yes
No,22,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.65812223563512,1945.4667671897698,Yes
No,7,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,78.72556249318927,521.895723608982,Yes
No,4,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.21754728642951,303.8348710869077,Yes
No,39,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.68279727915193,2832.083298552257,Yes
No,15,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.40604154189849,1147.2076193328035,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.22740343191923,70.22740343191923,Yes
No,4,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,48.98955049093382,184.06198275723963,Yes
No,35,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,97.20011266560135,3351.4792002681847,Yes
No,47,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.274081602363786,2936.57432742389,Yes
No,32,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.76455537591568,2772.063327174252,Yes
No,51,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15732496739228,4780.801533596554,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,30.39379151495147,30.39379151495147,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.59244171839374,70.59244171839374,Yes
No,32,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,46.92154419370516,1440.2175987025482,Yes
No,4,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,47.27194569836914,186.73709893842752,Yes
No,11,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,78.21661254991507,867.3605665356598,Yes
No,5,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.40676598306061,506.7175041036334,Yes
No,1,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Mailed check,80.47737105988944,80.47737105988944,Yes
No,8,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.37685345393835,556.5511155892278,Yes
No,6,DSL,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,44.975445181526744,303.079547670471,Yes
No,22,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15785671726132,2090.2628823316045,Yes
No,1,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,75.52143827883101,75.52143827883101,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,45.6967854106914,45.6967854106914,Yes
No,5,DSL,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.93917313867211,259.452234523232,Yes
No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,45.76626167096512,45.76626167096512,Yes
No,3,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.58049179219213,226.10012928775714,Yes
No,58,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.4859270361701,5457.418413757421,Yes
No,30,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.43274337310771,2653.261894833301,Yes
No,20,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.28152554026289,1469.3561181696796,Yes
No,1,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Electronic check,80.89228849808669,80.89228849808669,Yes
No,9,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.87444394101952,789.8213491598738,Yes
No,59,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.1357655438608,6025.1397956329465,Yes
No,6,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.18208085953376,671.3033161093883,Yes
No,42,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.55657208454942,4400.390233853726,Yes
No,12,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.28602563864867,1199.774585014801,Yes
No,1,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.88739291893188,90.88739291893188,Yes
No,3,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.95981559524239,224.45350237102784,Yes
No,5,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.33368537510248,424.73949406429335,Yes
No,16,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,32.3808191449253,483.16417026685883,Yes
No,49,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.22856280189649,4526.870853991819,Yes
No,57,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.809065820104,5612.676792617701,Yes
No,32,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.26703303281879,2297.235068553771,Yes
No,15,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.05265923100849,759.7421206413453,Yes
No,2,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.87696200215827,193.58380100383798,Yes
No,8,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.37920294066166,825.7455349376975,Yes
Yes,47,DSL,Yes,No,No,No,One year,No,Bank transfer (automatic),26.074464869161368,1090.3407679994725,Yes
No,24,DSL,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.940055644295,950.705087430187,Yes
No,5,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.2062985943761,479.93681902683073,Yes
